word,count,suggestion,first_file,first_line
strippackingwidth-simple,1,,book/part3-integer-programming/ch11-ip-formulations/integerProgrammingFormulations-book1.tex,971
subcases,1,subbases,book/part1-linear-programming/ch06-simplex/simplex-basis-driven.tex,42
submatrices,1,,book/part1-linear-programming/ch06-simplex/simplex-matrix-version.tex,175
suggs,1,,book/frontmatter/contributors-foundations.tex,85
tacp,1,tap,book/part2-discrete-algorithms/ch10-graph-theory/graphtheory-dor1.tex,689
tecnolog,1,,book/part1-linear-programming/ch02-modeling/modeling-sums.tex,683
terimals,1,,book/part3-integer-programming/ch11-ip-formulations/integerProgrammingFormulations-book1.tex,1784
textcoords,1,,book/part1-linear-programming/ch03-software/software-python-book1.tex,1018
three-bedroom,1,,book/part1-linear-programming/ch02-modeling/modeling-sums.tex,699
tica,1,tick,book/part1-linear-programming/ch02-modeling/modeling-sums.tex,792
tikzmark,1,,book/book1-main.tex,33
toll-free,1,,book/part3-integer-programming/ch11-ip-formulations/integerProgrammingFormulations-book1.tex,758
two-bedroom,1,,book/part1-linear-programming/ch02-modeling/modeling-sums.tex,700
two-day,1,,book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,213
two-dimensional,1,,book/part1-linear-programming/ch08-duality/complimentary-slackness.tex,508
two-dimensions,1,,book/part1-linear-programming/ch02-modeling/Section2.tex,1184
type---including,1,,book/part1-linear-programming/ch01-introduction/mathematicalProgramming.tex,386
ucs,1,us,packages-and-commands.tex,13
unbouned,1,unbound,book/part1-linear-programming/ch02-modeling/Section2.tex,894
upper-bound,1,,book/part1-linear-programming/ch08-duality/duality.tex,949
user-friendly,1,,book/part1-linear-programming/ch02-modeling/modeling-sums.tex,683
vaiable,1,viable,book/part1-linear-programming/ch06-simplex/simplex-basis-driven.tex,2884
vandenberghe,1,,book/part1-linear-programming/ch01-introduction/resources_and_notation.tex,10
varibales,1,variables,book/part1-linear-programming/ch06-simplex/simplex-basis-driven.tex,1653
varios,1,various,book/part3-integer-programming/ch11-ip-formulations/integerProgrammingFormulations-book1.tex,505
verrazzano-narrows,1,,book/part3-integer-programming/ch11-ip-formulations/integerProgrammingFormulations-book1.tex,744
vertex-cover-matrix,1,,optimization/open-optimization-examples/example-set-covering.tex,19
viviendas,1,,book/part1-linear-programming/ch02-modeling/modeling-sums.tex,683
vol,1,vow,book/part1-linear-programming/ch06-simplex/simplex-basis-driven.tex,2729
wall-clock,1,,book/part2-discrete-algorithms/ch10-graph-theory/graphtheory-dor1.tex,945
warm-up,1,warmup,book/part1-linear-programming/ch01-introduction/mathematicalProgramming.tex,21
ways---and,1,,book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,42
wcss,1,wuss,book/part1-linear-programming/ch01-introduction/mathematicalProgramming.tex,322
week-long,1,,book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,546
well-distributed,1,,book/part1-linear-programming/ch09-multi-objective/multi-objective-optimization_updated.tex,692
well-structured,1,,book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,300
well-suited,1,,book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,161
what-if,1,,book/part1-linear-programming/ch08-duality/complimentary-slackness.tex,240
wiki-file-knapsack,1,,book/part3-integer-programming/ch11-ip-formulations/integerProgrammingFormulations-book1.tex,35
wiki-file-petersen-graph,1,,book/part3-integer-programming/ch11-ip-formulations/integerProgrammingFormulations-book1.tex,462
wikipedia-derived,1,,book/frontmatter/sources-attribution.tex,108
within-cluster,1,,book/part1-linear-programming/ch01-introduction/mathematicalProgramming.tex,322
writing-assistance,1,,book/frontmatter/ai-usage-disclosure.tex,16
x-x,1,,book/appendices/equations-and-lines/equations-and-lines-new.tex,403
xcolor,1,color,packages-and-commands.tex,12
xlsx,1,,book/part1-linear-programming/ch03-software/software-python-book1.tex,706
xticklabels,1,,book/part1-linear-programming/ch03-software/software-python-book1.tex,808
xytext,1,,book/part1-linear-programming/ch03-software/software-python-book1.tex,1018
y-nb-a-t,1,,book/part2-discrete-algorithms/ch10-graph-theory/graphtheory-dor1.tex,689
y-y,1,,book/appendices/equations-and-lines/equations-and-lines-new.tex,403
yepes,1,yeses,book/part1-linear-programming/ch09-multi-objective/multi-objective-optimization_updated.tex,800
ylorrd,1,,book/part1-linear-programming/ch03-software/software-python-book1.tex,829
yticks,1,sticks,book/part1-linear-programming/ch03-software/software-python-book1.tex,832
zaitzeff,1,,book/frontmatter/contributors-foundations.tex,92
zero-based,1,,book/part1-linear-programming/ch03-software/software-python-book1.tex,253
zero-indexed,1,,book/part1-linear-programming/ch03-software/software-python-book1.tex,394
